,Description,Location Description,Arrest,Domestic,beatnum,Language,housingcrowdedpct,belowpovertypct,adultnojobpct,adultnohighschoolpct,under18above64pct,incomepercapita,hardshipindex,Temperature,Snowfall,Severity
5380,68,19,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,52.7,0
16644,29,18,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
7258,19,74,1,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
6258,17,0,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
15409,49,5,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
12857,52,9,1,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,48.7,54.2,1
6431,46,34,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
11186,22,27,1,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,51.5,57.9,1
4174,7,25,1,1,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,51.5,57.9,0
6616,68,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
19174,117,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
3033,68,25,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,54.2,0
933,8,1,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,54.5,30.1,0
4543,6,5,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,1
10996,6,25,1,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,48.7,54.2,1
18737,6,34,1,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,1
4381,22,27,1,1,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,1
6552,148,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
12335,26,5,0,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,0
19418,46,4,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,51.5,57.9,1
14701,22,27,1,1,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,54.5,30.1,1
10536,82,4,0,0,16845,1,1.3,39.7,28.7,18.4,40.4,19252,78,48.7,52.7,0
11376,68,25,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,0
16768,37,5,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,1
18702,34,27,1,1,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
14696,7,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,48.7,54.2,0
8294,6,34,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,1
14519,6,37,0,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,51.5,57.9,1
19267,22,25,1,1,37845,1,0.9,5.1,8.0,3.7,40.5,39523,12,48.7,52.7,1
10280,22,25,1,1,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,48.7,52.7,1
10764,34,27,0,1,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,52.7,0
9468,7,4,1,0,12270,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,0
1572,65,5,0,0,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,52.7,0
458,38,12,0,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,52.7,1
18510,17,9,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,54.2,1
263,4,3,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,54.5,30.1,0
6140,49,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
3951,34,25,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,50.7,19.8,0
6769,14,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
19724,22,25,1,1,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,48.7,54.2,1
8160,22,5,1,1,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,50.7,19.8,1
17317,22,25,1,1,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,1
5505,34,27,1,1,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,0
4804,6,4,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,1
595,33,0,0,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,50.7,19.8,1
8585,41,29,0,0,13845,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
8710,4,55,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
17210,59,41,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,1
18162,6,4,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,1
32,4,3,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,0
16030,7,5,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,54.5,30.1,0
5396,22,4,1,1,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
4664,140,5,0,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,0
7972,4,27,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,54.5,30.1,0
12252,29,27,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
8136,8,39,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,50.7,19.8,0
14486,22,27,1,1,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,1
7080,22,44,0,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
15868,1,38,0,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,54.2,1
5533,77,37,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
6767,17,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
17132,4,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,0
14911,19,28,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,54.5,30.1,0
7653,6,4,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,54.2,1
18355,12,4,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
1207,19,22,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,0
11041,22,25,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,52.7,1
12573,1,34,1,1,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,1
19468,12,4,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,54.5,30.1,1
14467,33,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,1
164,13,16,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,0
1167,33,27,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,1
18156,21,27,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,0
10309,8,6,0,0,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,51.5,57.9,0
14985,17,5,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,50.7,19.8,1
12670,6,25,0,1,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,1
13455,33,25,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,52.7,1
16824,6,56,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,1
14274,89,4,0,0,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,50.7,19.8,0
3259,55,27,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,50.7,19.8,0
8684,21,5,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
19243,12,4,1,0,37845,1,0.9,5.1,8.0,3.7,40.5,39523,12,54.5,30.1,1
4353,68,12,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
5938,17,5,1,0,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
17757,4,3,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,0
15326,7,5,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,0
18537,49,5,0,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,51.5,57.9,0
3449,31,27,1,0,5070,2,5.2,10.6,10.0,16.2,33.6,26282,28,48.7,54.2,0
7275,40,19,1,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
6042,22,4,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
16713,9,27,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,0
2616,11,5,1,0,5070,2,2.7,8.6,12.4,13.4,35.5,27751,25,51.5,57.9,0
4572,102,37,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,0
11464,4,5,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,52.7,0
6189,65,3,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
1168,7,0,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,0
3888,34,27,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,0
1363,17,5,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,1
1260,94,25,1,1,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
19024,40,19,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,1
18484,60,12,1,1,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,50.7,19.8,1
17078,129,5,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,1
5321,59,25,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
14991,33,27,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,51.5,57.9,1
14923,102,37,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,51.5,57.9,0
10659,65,4,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,54.2,0
2459,22,27,1,1,3870,2,1.1,3.3,6.5,7.4,35.3,40959,8,50.7,19.8,1
3790,28,25,0,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
10241,34,27,1,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,54.2,0
2456,22,5,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
14173,65,9,0,0,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,51.5,57.9,0
15005,82,25,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,50.7,19.8,0
4533,88,5,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,0
2828,37,2,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,54.5,30.1,1
17445,22,5,1,1,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,1
15905,49,5,0,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,48.7,52.7,0
15846,7,0,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,54.5,30.1,0
8443,6,55,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,54.2,1
14268,22,5,1,1,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,1
4960,17,5,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
15934,49,44,0,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,51.5,57.9,0
7675,193,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,50.7,19.8,0
2650,14,9,1,0,5070,2,1.1,7.5,6.8,4.9,40.5,44164,11,50.7,19.8,1
15978,1,0,0,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,48.7,54.2,1
6318,83,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
18365,33,25,1,1,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
9636,139,27,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,54.2,0
11229,7,37,1,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,51.5,57.9,0
13833,22,4,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,1
2233,6,4,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,1
9314,77,37,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,1
14651,22,27,1,1,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,48.7,52.7,1
3651,4,5,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,0
17748,22,25,0,1,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,1
7430,6,3,1,1,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,54.5,30.1,1
15717,65,47,0,0,21870,1,11.1,15.6,16.7,37.0,37.7,15754,69,48.7,52.7,0
2024,22,5,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,1
1257,19,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,0
1635,109,44,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,54.2,0
6985,1,6,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
11771,133,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,0
10267,88,9,0,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,54.5,30.1,0
17873,49,4,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,0
3354,6,4,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,50.7,19.8,1
6895,60,25,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
9990,22,25,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,1
19432,147,27,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,51.5,57.9,0
17589,4,5,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
2340,33,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,1
10631,76,5,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,54.2,0
2911,17,5,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,51.5,57.9,1
18020,4,4,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,0
677,20,41,0,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,51.5,57.9,0
12728,65,25,0,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,0
2596,69,38,0,0,3870,2,2.7,8.6,12.4,13.4,35.5,27751,25,48.7,54.2,1
13151,49,5,0,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,0
4279,29,25,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,54.2,0
4233,17,55,1,1,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,54.2,1
1307,22,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,1
11224,22,43,1,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,52.7,1
16110,12,4,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,48.7,54.2,1
2015,6,4,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
3408,22,49,1,1,5070,2,5.2,10.6,10.0,16.2,33.6,26282,28,54.5,30.1,1
67,18,4,0,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,0
14057,49,25,0,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,54.5,30.1,0
453,19,0,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,54.5,30.1,0
9509,6,5,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,54.5,30.1,1
11083,65,4,0,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,54.2,0
18301,3,25,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,54.5,30.1,0
1681,22,25,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,54.2,1
15374,7,46,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,0
10260,22,4,1,1,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,54.2,1
982,22,25,1,1,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,52.7,1
8906,34,27,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,0
17147,4,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
885,69,48,0,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,51.5,57.9,1
17022,19,30,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
17464,33,25,0,1,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,1
13219,31,27,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,0
16300,71,12,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
11818,33,0,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,1
2981,68,25,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,51.5,57.9,0
19770,6,5,0,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,51.5,57.9,1
7155,34,25,1,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
12064,22,47,1,1,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,1
19903,17,5,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,52.7,1
17649,20,5,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,0
3123,33,25,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,54.5,30.1,1
182,8,1,0,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
15805,32,5,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,51.5,57.9,1
772,82,27,0,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,0
8507,20,3,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
2856,68,0,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,48.7,54.2,0
10216,117,5,0,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,54.2,0
7661,6,5,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,1
14059,22,27,0,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,48.7,54.2,1
17007,11,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,0
14511,33,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,1
12396,4,43,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,0
14788,6,27,1,0,22849,1,8.5,14.1,16.5,35.9,39.2,16134,67,48.7,54.2,1
6152,6,4,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
4731,6,25,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,1
3446,18,5,1,0,5070,2,5.2,10.6,10.0,16.2,33.6,26282,28,48.7,52.7,0
9427,33,55,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,1
4527,22,25,1,1,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,1
2394,19,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,0
14534,63,4,0,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,51.5,57.9,1
2152,33,25,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
10985,18,27,1,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,51.5,57.9,0
5812,88,9,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,0
1042,1,43,0,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,54.5,30.1,1
765,54,0,1,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,52.7,0
12865,7,9,0,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,0
11756,7,3,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,51.5,57.9,0
6352,6,34,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
3204,47,5,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,50.7,19.8,1
1376,97,0,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
3876,47,9,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,54.5,30.1,1
16574,33,2,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,1
13072,21,15,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,0
5154,6,34,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
7609,31,27,0,1,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,52.7,0
13227,45,24,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,0
16843,33,52,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,1
19739,137,4,0,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,48.7,54.2,0
2432,18,5,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,0
4120,22,4,1,1,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,54.2,1
9527,25,5,0,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,54.2,0
11518,87,48,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,54.2,0
193,43,27,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
11937,49,4,0,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,0
10947,41,38,1,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,51.5,57.9,0
2746,6,4,1,1,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,48.7,54.2,1
8173,97,25,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
12936,46,4,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
12312,7,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
4008,74,5,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,48.7,52.7,0
12557,127,60,0,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,54.5,30.1,0
2669,6,25,1,0,5070,2,1.1,7.5,6.8,4.9,40.5,44164,11,51.5,57.9,1
15544,7,5,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
6963,20,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
14103,116,4,0,0,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,48.7,52.7,0
19094,68,27,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
19878,11,5,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,54.2,0
19520,33,25,1,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,51.5,57.9,1
9866,65,25,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,51.5,57.9,0
2371,34,25,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,0
19877,49,4,0,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,54.2,0
3827,34,25,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
7563,7,5,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,0
11362,22,27,0,1,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,52.7,1
18721,82,5,0,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
16967,8,2,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
4163,11,5,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,52.7,0
7650,34,27,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,0
15257,41,43,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
10022,25,4,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
14011,16,5,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,54.5,30.1,0
8498,17,5,1,1,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,50.7,19.8,1
1013,82,4,0,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,0
17923,22,4,1,1,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,1
19821,18,27,1,1,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,54.5,30.1,0
7098,49,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
9,6,0,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,1
19853,49,4,0,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,54.2,0
18836,7,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
5555,22,25,1,1,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,1
18200,145,4,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,0
14915,3,19,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,54.2,0
18128,6,5,0,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,1
12235,7,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,0
8821,31,0,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
